crop_type,soil_type,crop_growth_stage,season,region,soil_moisture,temperature,humidity,rainfall_mm,area_hectares,previous_irrigation_mm,irrigation_type,water_source,mulching_used,water_required_mm,irrigation_need,data_source
Cotton,Silty,Vegetative,Kharif,East,57.0,30.3,58.24,236.6,0.6,71.61,Sprinkler,Reservoir,No,76.79,High,real
Maize,Silty,Sowing,Kharif,East,63.22,31.08,36.31,2111.95,0.39,11.07,Sprinkler,Rainwater,No,4.64,Low,real
Rice,Clay,Sowing,Zaid,East,45.08,22.2,76.99,764.87,3.25,75.1,Rainfed,River,Yes,34.85,Low,real
Cotton,Sandy,Flowering,Rabi,South,46.52,16.41,25.26,1634.04,4.26,68.42,Drip,River,No,35.34,Low,real
Rice,Sandy,Vegetative,Kharif,South,43.5,13.59,38.18,526.76,12.9,99.59,Canal,Groundwater,Yes,43.43,Low,real
Rice,Loamy,Vegetative,Zaid,North,16.39,33.52,78.97,1784.14,5.21,104.11,Canal,Reservoir,No,95.47,Medium,real
Cotton,Silty,Vegetative,Rabi,West,30.01,31.12,74.47,545.26,3.72,43.55,Sprinkler,Rainwater,Yes,25.23,Low,real
Rice,Sandy,Sowing,Zaid,Central,33.22,31.91,35.4,1530.24,6.61,75.71,Canal,Rainwater,No,43.01,Low,real
Rice,Silty,Vegetative,Kharif,South,15.32,23.85,73.36,442.29,6.74,61.61,Sprinkler,Groundwater,No,55.83,Medium,real
Rice,Loamy,Vegetative,Zaid,South,63.84,25.32,31.11,509.07,6.92,97.87,Sprinkler,Reservoir,Yes,39.12,Low,real
Maize,Silty,Vegetative,Rabi,South,14.76,37.41,72.7,1264.79,3.79,66.77,Sprinkler,River,No,82.45,High,real
Rice,Loamy,Sowing,Rabi,West,22.74,35.28,39.85,1163.04,0.7,90.83,Rainfed,Reservoir,Yes,58.0,Low,real
Maize,Silty,Flowering,Rabi,East,14.6,32.09,84.19,1134.64,2.49,5.62,Canal,Rainwater,Yes,6.1,Medium,real
Rice,Clay,Sowing,Kharif,West,53.98,29.15,89.19,1888.08,8.38,32.12,Drip,Groundwater,No,14.62,Low,real
Rice,Clay,Flowering,Zaid,East,41.4,25.5,87.45,1065.12,8.91,57.55,Rainfed,River,No,48.99,Medium,real
Rice,Loamy,Vegetative,Rabi,East,27.6,15.28,61.47,2004.16,11.46,88.13,Canal,Groundwater,No,63.3,Medium,real
Rice,Sandy,Vegetative,Rabi,East,13.01,24.77,62.0,674.19,11.27,3.16,Drip,Reservoir,Yes,2.66,Medium,real
Rice,Clay,Vegetative,Zaid,West,56.9,38.15,56.34,25.95,1.85,84.6,Sprinkler,Groundwater,Yes,87.58,Medium,real
Rice,Loamy,Sowing,Kharif,East,35.57,31.3,66.19,45.57,8.88,77.75,Drip,Reservoir,No,91.7,Medium,real
Rice,Silty,Vegetative,Zaid,East,55.72,41.18,89.42,576.05,7.57,37.31,Sprinkler,Reservoir,No,26.29,Medium,real
Cotton,Loamy,Harvest,Kharif,North,52.74,12.7,55.46,2067.59,12.46,23.56,Sprinkler,Reservoir,No,6.57,Low,real
Rice,Sandy,Vegetative,Zaid,Central,21.09,36.78,70.31,466.53,4.45,25.14,Canal,Reservoir,Yes,24.96,Medium,real
Rice,Sandy,Vegetative,Zaid,North,11.9,22.21,69.77,374.82,3.47,91.05,Rainfed,Groundwater,No,86.31,Medium,real
Rice,Clay,Flowering,Kharif,South,41.94,35.65,57.31,736.61,8.81,41.92,Drip,Groundwater,Yes,27.37,Low,real
Rice,Silty,Harvest,Rabi,South,24.51,38.04,70.45,1835.59,0.31,117.28,Canal,River,No,75.7,Medium,real
Rice,Silty,Flowering,Rabi,East,11.68,37.04,68.89,1343.67,2.66,103.57,Canal,Rainwater,Yes,117.66,Medium,real
Maize,Clay,Flowering,Kharif,Central,35.7,38.62,37.61,2477.93,2.24,35.07,Sprinkler,Reservoir,Yes,24.87,Low,real
Rice,Sandy,Harvest,Rabi,North,48.62,40.74,72.5,1339.93,0.47,89.1,Sprinkler,Reservoir,Yes,33.09,Low,real
Rice,Clay,Flowering,Zaid,Central,18.56,25.86,33.55,371.8,5.23,47.6,Drip,Rainwater,No,56.33,Medium,real
Cotton,Silty,Sowing,Kharif,East,64.68,33.2,68.01,318.9,10.11,42.53,Rainfed,Reservoir,Yes,21.64,Low,real
Rice,Sandy,Sowing,Zaid,Central,45.17,32.97,34.31,952.73,14.99,113.46,Drip,Reservoir,No,58.43,Low,real
Maize,Clay,Sowing,Rabi,South,31.37,20.57,75.07,1552.04,9.52,108.32,Drip,Rainwater,No,55.88,Low,real
Rice,Sandy,Flowering,Kharif,North,25.82,38.7,87.71,971.02,5.29,10.71,Rainfed,Groundwater,Yes,8.26,Low,real
Cotton,Loamy,Flowering,Rabi,Central,36.32,37.51,34.78,328.76,10.12,58.51,Rainfed,Groundwater,Yes,70.12,Medium,real
Maize,Loamy,Vegetative,Zaid,North,51.9,24.28,86.28,106.91,12.95,17.88,Drip,River,Yes,16.17,Medium,real
Rice,Sandy,Sowing,Rabi,Central,15.55,20.29,70.49,509.27,9.76,79.5,Rainfed,River,Yes,45.53,Low,real
Cotton,Silty,Vegetative,Zaid,East,54.68,33.85,88.55,364.12,13.39,69.42,Canal,Rainwater,Yes,54.54,Medium,real
Maize,Loamy,Flowering,Zaid,South,61.39,33.35,64.44,1609.71,2.15,45.03,Rainfed,Groundwater,No,33.72,Medium,real
Cotton,Loamy,Harvest,Zaid,East,41.17,30.85,81.78,1453.66,10.82,35.62,Sprinkler,Groundwater,Yes,13.07,Low,real
Rice,Clay,Vegetative,Zaid,Central,32.15,13.81,77.06,1612.56,2.26,94.53,Rainfed,Rainwater,Yes,45.62,Low,real
Maize,Loamy,Harvest,Rabi,Central,27.0,24.31,93.08,2189.41,9.81,48.81,Rainfed,Reservoir,No,18.99,Low,real
Rice,Sandy,Harvest,Rabi,East,9.01,19.04,70.16,1271.56,9.78,118.72,Drip,River,Yes,46.23,Low,real
Rice,Loamy,Flowering,Kharif,Central,9.29,40.25,76.0,2272.12,1.91,99.15,Drip,Rainwater,No,150.3,High,real
Rice,Loamy,Vegetative,Kharif,East,52.25,41.38,49.94,302.47,12.73,55.28,Sprinkler,River,Yes,34.73,Low,real
Cotton,Loamy,Vegetative,Zaid,East,59.67,19.71,39.79,974.27,11.73,58.43,Canal,Reservoir,Yes,22.74,Low,real
Cotton,Loamy,Flowering,Rabi,North,60.35,38.94,54.17,1194.28,7.74,102.16,Sprinkler,River,Yes,81.4,Medium,real
Rice,Sandy,Harvest,Zaid,South,40.0,17.39,86.23,654.8,10.44,49.38,Rainfed,Reservoir,Yes,15.98,Low,real
Rice,Loamy,Sowing,Kharif,Central,10.56,35.98,65.4,2113.37,2.94,51.9,Canal,Groundwater,Yes,34.07,Low,real
Cotton,Loamy,Sowing,Zaid,South,31.33,14.36,54.93,481.84,12.5,68.68,Sprinkler,Groundwater,No,34.85,Low,real
Rice,Silty,Flowering,Kharif,North,46.96,17.63,39.36,1328.84,0.44,70.87,Drip,River,No,52.76,Medium,real
Cotton,Silty,Vegetative,Zaid,East,13.78,34.11,40.88,1881.45,0.44,116.09,Rainfed,Rainwater,Yes,107.03,Medium,real
Rice,Clay,Harvest,Zaid,West,15.96,41.59,40.15,521.12,7.6,3.96,Rainfed,Reservoir,No,2.7,Medium,real
Cotton,Silty,Flowering,Zaid,North,10.59,24.3,42.47,438.95,9.33,59.38,Drip,Groundwater,No,65.07,Medium,real
Cotton,Clay,Sowing,Zaid,Central,40.77,38.74,47.41,606.45,10.04,52.93,Drip,Rainwater,Yes,29.92,Low,real
Maize,Sandy,Harvest,Kharif,North,46.8,40.14,62.24,984.86,12.63,70.6,Sprinkler,Groundwater,No,26.69,Low,real
Maize,Loamy,Vegetative,Rabi,West,27.36,39.29,29.24,1469.6,7.09,7.92,Canal,Rainwater,No,7.22,Medium,real
Rice,Clay,Harvest,Rabi,Central,28.63,31.74,72.82,1808.2,14.58,2.64,Drip,Groundwater,Yes,1.09,Low,real
Rice,Clay,Flowering,Rabi,West,25.91,32.48,51.91,557.03,14.17,31.17,Drip,River,Yes,32.43,Medium,real
Maize,Silty,Sowing,Kharif,East,46.35,28.65,65.45,223.42,9.31,118.68,Canal,Reservoir,Yes,75.96,Low,real
Rice,Silty,Vegetative,Kharif,East,36.35,38.93,43.15,1281.4,5.16,102.42,Sprinkler,River,Yes,86.2,Medium,real
Maize,Silty,Sowing,Kharif,East,54.97,16.61,88.43,698.94,5.04,104.72,Canal,River,No,41.48,Low,real
Maize,Loamy,Flowering,Kharif,West,27.16,20.82,56.01,1560.69,6.9,54.91,Canal,Rainwater,Yes,35.29,Low,real
Rice,Sandy,Sowing,Rabi,East,33.77,17.35,81.74,706.0,10.55,92.89,Sprinkler,Groundwater,No,45.37,Low,real
Rice,Clay,Harvest,Rabi,North,27.68,29.51,86.58,609.51,10.51,89.39,Sprinkler,Rainwater,Yes,36.4,Low,real
Cotton,Loamy,Vegetative,Zaid,West,37.38,32.74,29.7,2389.53,7.41,81.14,Sprinkler,Rainwater,No,63.99,Medium,real
Maize,Loamy,Harvest,Zaid,South,12.88,32.08,58.62,755.06,3.38,108.33,Sprinkler,River,Yes,48.03,Low,real
Cotton,Loamy,Harvest,Zaid,East,31.05,29.81,87.88,2265.39,14.09,92.76,Rainfed,River,No,36.83,Low,real
Cotton,Loamy,Flowering,Kharif,Central,36.21,32.07,64.68,550.9,1.66,91.68,Canal,Reservoir,No,87.12,Medium,real
Rice,Silty,Flowering,Rabi,East,63.05,32.8,36.04,1757.69,5.33,98.99,Canal,Groundwater,No,72.37,Medium,real
Rice,Silty,Flowering,Kharif,South,63.33,39.28,30.54,1617.85,2.52,43.93,Canal,Reservoir,No,33.94,Medium,real
Cotton,Clay,Flowering,Rabi,South,56.52,40.44,59.59,1624.08,3.4,12.24,Drip,Rainwater,Yes,10.26,Medium,real
Cotton,Sandy,Harvest,Kharif,North,25.99,36.31,78.58,2076.51,12.67,7.93,Sprinkler,Rainwater,Yes,3.49,Low,real
Cotton,Loamy,Vegetative,Rabi,West,30.4,22.88,28.37,2115.16,6.86,35.1,Canal,Reservoir,Yes,18.7,Low,real
Rice,Sandy,Vegetative,Zaid,West,48.0,13.19,53.81,662.1,3.36,27.68,Drip,Rainwater,Yes,11.56,Low,real
Rice,Clay,Harvest,Zaid,West,8.94,18.75,63.53,1698.06,10.09,38.62,Canal,River,No,14.99,Low,real
Maize,Clay,Vegetative,Kharif,West,16.33,23.45,66.88,1753.8,3.59,58.48,Drip,Rainwater,No,48.65,Medium,real
Cotton,Sandy,Vegetative,Kharif,West,55.29,38.03,25.34,2175.8,14.91,99.67,Canal,Rainwater,No,69.35,Medium,real
Rice,Clay,Flowering,Rabi,North,59.59,30.09,74.25,1501.71,8.13,51.12,Sprinkler,Reservoir,Yes,26.52,Low,real
Rice,Sandy,Vegetative,Zaid,Central,30.69,21.04,65.98,1782.46,12.96,37.86,Drip,Reservoir,Yes,19.74,Low,real
Maize,Loamy,Harvest,Rabi,Central,63.77,39.58,53.8,927.3,7.1,23.26,Canal,Reservoir,No,7.32,Low,real
Rice,Clay,Flowering,Rabi,West,36.42,41.56,43.06,2187.04,8.21,37.72,Rainfed,Groundwater,No,38.43,Medium,real
Cotton,Loamy,Vegetative,Rabi,South,58.39,30.29,68.67,2303.68,3.17,38.37,Drip,Reservoir,No,24.06,Medium,real
Cotton,Clay,Flowering,Zaid,West,30.2,20.68,78.09,1781.03,3.29,11.63,Canal,Rainwater,Yes,7.28,Low,real
Rice,Sandy,Flowering,Zaid,North,9.66,13.62,75.66,572.24,0.42,109.99,Sprinkler,Reservoir,No,100.38,Medium,real
Rice,Sandy,Sowing,Rabi,West,30.3,21.81,62.8,2499.58,6.88,117.3,Rainfed,Rainwater,No,61.85,Low,real
Maize,Loamy,Flowering,Zaid,East,63.36,13.94,57.96,2159.69,3.14,100.48,Sprinkler,Reservoir,No,42.78,Low,real
Rice,Silty,Vegetative,Rabi,East,28.01,33.6,94.54,527.69,9.02,34.48,Rainfed,River,Yes,29.69,Medium,real
Cotton,Clay,Harvest,Rabi,East,19.01,38.59,47.54,2382.88,3.42,74.08,Drip,Rainwater,Yes,49.77,Medium,real
Cotton,Sandy,Flowering,Zaid,West,55.76,39.27,29.98,2134.38,4.19,7.56,Rainfed,River,Yes,6.35,Medium,real
Cotton,Loamy,Vegetative,Kharif,East,25.03,31.45,48.55,661.54,6.02,86.15,Sprinkler,Groundwater,Yes,52.15,Low,real
Maize,Loamy,Sowing,Rabi,North,43.36,32.0,61.47,295.41,4.46,69.85,Rainfed,Groundwater,Yes,64.01,Medium,real
Rice,Silty,Harvest,Rabi,Central,29.34,27.23,37.88,525.64,14.53,83.57,Drip,Groundwater,Yes,32.83,Low,real
Rice,Silty,Harvest,Kharif,Central,19.87,18.25,49.62,1412.02,10.02,86.8,Canal,River,Yes,33.51,Low,real
Rice,Loamy,Vegetative,Rabi,East,54.23,21.7,48.92,462.97,11.42,118.38,Rainfed,River,No,75.79,Medium,real
Maize,Sandy,Harvest,Rabi,Central,17.58,18.63,85.4,297.74,3.51,85.11,Rainfed,River,No,58.12,Medium,real
Rice,Sandy,Harvest,Zaid,North,25.67,15.41,73.78,1728.91,1.96,74.08,Sprinkler,Rainwater,No,26.52,Low,real
Cotton,Loamy,Harvest,Kharif,North,63.1,27.84,60.14,964.7,11.74,113.36,Canal,Rainwater,Yes,32.27,Low,real
Rice,Loamy,Harvest,Zaid,North,34.22,13.52,74.67,99.92,2.34,88.82,Sprinkler,River,Yes,42.33,Low,real
Maize,Sandy,Vegetative,Rabi,South,16.61,32.46,75.61,2338.45,0.4,104.99,Sprinkler,Groundwater,No,123.94,High,real
Rice,Clay,Flowering,Rabi,East,15.12,18.07,31.49,1170.81,13.64,19.47,Canal,Rainwater,Yes,18.37,Medium,real
Maize,Silty,Flowering,Rabi,East,30.84,19.41,51.65,1640.76,9.69,17.09,Canal,Reservoir,No,15.0,Medium,real
Rice,Sandy,Harvest,Kharif,East,35.26,33.04,77.56,1178.11,8.09,57.83,Rainfed,Rainwater,Yes,22.83,Low,real
Cotton,Loamy,Flowering,Kharif,North,38.99,14.12,72.78,1143.44,7.28,9.85,Rainfed,Rainwater,No,5.37,Low,real
Cotton,Clay,Harvest,Zaid,West,26.02,24.98,51.36,464.17,7.22,74.59,Sprinkler,River,Yes,31.29,Low,real
Rice,Sandy,Sowing,Zaid,South,62.0,12.83,27.24,2334.96,13.08,59.13,Sprinkler,Groundwater,No,21.31,Low,real
Maize,Loamy,Flowering,Kharif,West,56.17,23.54,79.73,1877.04,4.31,110.05,Canal,Groundwater,Yes,55.56,Low,real
Cotton,Sandy,Vegetative,Rabi,South,29.56,27.91,77.89,2230.53,9.27,87.72,Sprinkler,Groundwater,No,70.67,Medium,real
Rice,Silty,Harvest,Kharif,North,24.01,32.74,32.0,1780.96,0.81,4.85,Canal,Groundwater,Yes,3.0,Medium,real
Rice,Sandy,Vegetative,Rabi,West,45.81,29.24,67.93,140.71,10.07,54.16,Canal,Reservoir,No,53.3,Medium,real
Cotton,Clay,Sowing,Rabi,North,63.91,13.63,50.21,729.41,0.59,16.96,Canal,Rainwater,Yes,5.98,Low,real
Maize,Loamy,Vegetative,Kharif,North,43.72,28.83,63.25,840.46,11.73,34.95,Sprinkler,River,No,17.55,Low,real
Maize,Silty,Vegetative,Zaid,East,58.25,31.44,31.2,2493.45,5.78,101.23,Drip,Reservoir,No,64.26,Medium,real
Maize,Loamy,Harvest,Kharif,West,51.14,39.0,47.42,1633.15,4.64,63.83,Rainfed,Groundwater,Yes,22.91,Low,real
Cotton,Clay,Flowering,Zaid,West,59.33,31.45,89.02,1340.29,0.63,36.17,Drip,Reservoir,No,27.23,Medium,real
Cotton,Loamy,Harvest,Kharif,West,39.44,15.79,38.6,622.16,8.3,104.55,Canal,Groundwater,No,33.42,Low,real
Cotton,Clay,Harvest,Zaid,West,22.56,21.96,58.44,216.78,10.55,56.71,Sprinkler,River,No,41.96,Medium,real
Cotton,Clay,Sowing,Kharif,West,32.83,12.6,65.08,410.67,1.86,49.73,Drip,Reservoir,No,26.66,Low,real
Maize,Sandy,Sowing,Rabi,West,37.43,20.86,37.59,1450.81,2.55,65.48,Drip,Reservoir,Yes,32.15,Low,real
Cotton,Sandy,Flowering,Kharif,South,13.51,29.11,48.11,1364.57,14.53,81.33,Canal,Groundwater,Yes,85.86,Medium,real
Cotton,Loamy,Sowing,Rabi,North,14.23,29.57,45.7,2393.19,12.43,89.14,Canal,River,No,55.14,Low,real
Rice,Sandy,Flowering,Zaid,Central,31.08,13.2,69.48,1440.02,14.23,28.89,Canal,Groundwater,Yes,16.88,Low,real
Rice,Loamy,Harvest,Zaid,West,34.65,29.34,71.89,2030.62,14.25,110.46,Canal,Reservoir,Yes,42.34,Low,real
Rice,Loamy,Flowering,Kharif,South,55.99,33.27,44.54,1880.94,13.34,58.23,Rainfed,Reservoir,No,46.23,Medium,real
Maize,Sandy,Flowering,Kharif,Central,19.94,38.75,28.28,660.33,12.25,109.36,Sprinkler,River,No,126.14,Medium,real
Maize,Silty,Sowing,Rabi,West,57.73,34.41,53.97,2086.06,14.03,9.43,Canal,Groundwater,Yes,4.33,Low,real
Maize,Silty,Flowering,Kharif,West,21.22,13.91,89.41,631.16,10.83,96.59,Rainfed,Reservoir,Yes,87.32,Medium,real
Cotton,Clay,Vegetative,Kharif,Central,64.13,13.65,39.28,1453.32,14.68,105.32,Drip,Rainwater,No,52.91,Medium,real
Rice,Clay,Sowing,Zaid,Central,62.21,13.13,74.56,534.74,13.28,17.21,Rainfed,Rainwater,No,6.19,Low,real
Rice,Clay,Harvest,Rabi,North,34.9,26.7,81.64,3.88,9.33,108.41,Rainfed,River,No,62.02,Low,real
Maize,Silty,Vegetative,Rabi,North,33.6,36.33,32.75,858.19,6.25,85.08,Rainfed,River,No,71.66,Medium,real
Cotton,Loamy,Harvest,Kharif,East,27.09,40.2,43.45,2323.37,3.82,106.12,Rainfed,Reservoir,No,47.77,Low,real
Cotton,Clay,Flowering,Rabi,South,38.42,41.82,34.17,1901.92,11.66,89.27,Drip,Rainwater,Yes,89.35,Medium,real
Cotton,Clay,Vegetative,Zaid,North,33.8,40.11,87.72,1003.21,5.54,2.28,Canal,Rainwater,No,1.98,Medium,real
Rice,Sandy,Flowering,Zaid,West,10.09,33.5,31.92,2321.82,12.73,111.37,Canal,Groundwater,No,122.53,Medium,real
Rice,Sandy,Sowing,Rabi,West,64.01,41.05,84.24,1280.83,11.39,103.8,Canal,Groundwater,Yes,46.7,Low,real
Cotton,Sandy,Sowing,Zaid,South,25.77,40.76,93.5,1800.63,7.42,8.07,Sprinkler,Groundwater,Yes,5.25,Low,real
Maize,Loamy,Harvest,Zaid,East,18.62,26.33,27.11,689.81,1.71,33.14,Sprinkler,Groundwater,Yes,13.9,Low,real
Rice,Silty,Sowing,Zaid,South,30.99,31.46,69.47,1806.31,3.21,102.42,Sprinkler,Rainwater,Yes,59.04,Low,real
Rice,Silty,Harvest,Zaid,South,39.92,36.88,79.09,981.41,7.51,91.21,Drip,Rainwater,No,35.78,Low,real
Maize,Clay,Vegetative,Zaid,West,24.65,15.34,78.38,2377.0,4.31,95.61,Sprinkler,Reservoir,No,70.38,Medium,real
Cotton,Loamy,Sowing,Zaid,West,50.33,26.43,55.49,2263.24,6.48,66.4,Drip,River,Yes,30.54,Low,real
Maize,Silty,Harvest,Rabi,West,59.95,15.1,88.85,2240.15,12.68,36.65,Rainfed,River,Yes,9.47,Low,real
Rice,Clay,Harvest,Zaid,North,34.77,24.45,62.47,996.3,0.66,14.17,Drip,Groundwater,Yes,5.17,Low,real
Cotton,Loamy,Sowing,Rabi,West,50.87,36.99,72.19,1083.45,6.25,10.27,Drip,Groundwater,Yes,5.19,Low,real
Rice,Clay,Harvest,Zaid,West,54.83,40.07,81.76,992.01,5.56,92.97,Rainfed,Reservoir,No,32.41,Low,real
Maize,Clay,Sowing,Zaid,South,13.88,34.13,39.54,939.1,3.77,104.62,Rainfed,Reservoir,Yes,96.48,Medium,real
Maize,Sandy,Harvest,Rabi,West,14.59,20.88,26.26,1762.44,14.84,75.13,Drip,Groundwater,No,42.61,Medium,real
Rice,Clay,Flowering,Zaid,North,56.03,27.96,86.3,1046.12,12.07,57.62,Drip,River,No,30.44,Low,real
Cotton,Silty,Vegetative,Zaid,South,28.88,19.8,58.43,241.53,2.08,113.03,Drip,Groundwater,Yes,108.89,Medium,real
Rice,Clay,Sowing,Zaid,North,33.86,28.06,74.45,573.38,6.79,86.46,Drip,Reservoir,No,47.09,Low,real
Cotton,Sandy,Harvest,Rabi,South,58.96,19.28,53.49,442.3,4.77,9.02,Rainfed,Rainwater,Yes,2.68,Low,real
Maize,Silty,Sowing,Zaid,South,15.59,37.31,70.19,498.25,4.51,11.29,Rainfed,Rainwater,No,11.01,Medium,real
Maize,Loamy,Sowing,Kharif,Central,36.62,20.92,89.35,1229.38,1.83,61.23,Rainfed,Reservoir,No,30.3,Low,real
Rice,Loamy,Sowing,Zaid,North,57.66,15.57,67.04,2455.44,1.0,40.74,Rainfed,River,No,15.5,Low,real
Rice,Sandy,Vegetative,Kharif,West,11.02,16.1,56.75,1144.52,7.39,35.1,Rainfed,Groundwater,Yes,27.02,Medium,real
Maize,Silty,Flowering,Rabi,North,49.09,17.7,52.08,1588.05,4.21,118.91,Drip,Rainwater,Yes,60.73,Low,real
Maize,Silty,Harvest,Zaid,South,52.59,17.27,44.69,761.63,5.46,20.5,Drip,Reservoir,No,5.87,Low,real
Rice,Loamy,Sowing,Rabi,East,37.94,29.84,37.5,150.53,1.06,47.56,Drip,River,No,50.27,Medium,real
Cotton,Sandy,Flowering,Zaid,South,59.75,31.48,70.04,1411.53,12.65,49.6,Rainfed,Reservoir,No,37.18,Medium,real
Cotton,Loamy,Harvest,Zaid,East,35.24,17.57,73.03,677.83,13.8,33.77,Rainfed,Rainwater,Yes,11.43,Low,real
Maize,Loamy,Vegetative,Zaid,Central,54.44,20.24,64.53,1317.95,12.41,5.4,Sprinkler,Groundwater,Yes,2.24,Low,real
Cotton,Sandy,Vegetative,Zaid,North,33.7,14.8,51.01,1722.57,7.91,117.74,Rainfed,Reservoir,No,56.07,Low,real
Maize,Sandy,Sowing,Kharif,East,39.84,37.12,89.3,1963.84,3.46,93.36,Sprinkler,Rainwater,Yes,52.47,Low,real
Rice,Loamy,Flowering,Zaid,East,8.16,25.46,34.35,1584.81,14.27,11.35,Canal,Groundwater,No,11.56,Medium,real
Cotton,Silty,Sowing,Kharif,East,28.84,39.21,86.87,1315.74,10.03,99.9,Canal,Rainwater,No,62.9,Low,real
Maize,Clay,Sowing,Kharif,East,47.31,25.28,65.0,1293.64,6.74,34.44,Canal,Groundwater,Yes,16.14,Low,real
Maize,Sandy,Sowing,Rabi,East,34.67,34.98,56.02,793.12,12.3,115.84,Drip,Groundwater,No,66.85,Low,real
Rice,Silty,Flowering,Rabi,North,19.95,22.54,79.86,1115.9,13.41,97.07,Sprinkler,Groundwater,Yes,96.01,Medium,real
Cotton,Clay,Sowing,Kharif,South,60.73,30.9,77.17,1224.98,12.28,72.51,Rainfed,Rainwater,No,31.19,Low,real
Maize,Clay,Sowing,Kharif,North,57.33,28.62,94.47,396.86,11.81,95.22,Rainfed,River,No,47.07,Low,real
Rice,Loamy,Vegetative,Rabi,Central,37.15,28.4,93.08,1078.46,6.28,15.15,Sprinkler,Reservoir,No,8.04,Low,real
Rice,Clay,Sowing,Kharif,Central,43.28,38.66,53.0,2242.58,3.83,31.94,Rainfed,Groundwater,No,17.63,Low,real
Cotton,Silty,Harvest,Rabi,South,25.25,38.88,38.48,638.83,4.36,101.98,Sprinkler,Reservoir,Yes,46.14,Low,real
Cotton,Silty,Sowing,Zaid,North,24.07,12.74,84.12,1894.31,9.48,55.33,Rainfed,Reservoir,No,40.76,Medium,real
Maize,Loamy,Vegetative,Rabi,West,41.57,37.34,57.1,205.68,4.88,77.23,Drip,Reservoir,Yes,81.17,Medium,real
Cotton,Clay,Flowering,Rabi,Central,64.45,22.58,92.81,523.7,1.17,57.54,Canal,Reservoir,Yes,26.26,Low,real
Rice,Sandy,Harvest,Rabi,East,19.9,23.14,92.72,579.3,5.62,23.58,Sprinkler,Reservoir,No,13.69,Medium,real
Rice,Loamy,Harvest,Kharif,South,27.61,31.39,49.56,1844.72,11.72,77.3,Rainfed,Rainwater,No,32.06,Low,real
Rice,Loamy,Flowering,Kharif,South,41.3,13.16,89.82,2376.71,10.55,55.5,Sprinkler,Rainwater,Yes,29.65,Low,real
Cotton,Loamy,Sowing,Kharif,Central,10.17,34.15,68.62,2071.42,1.43,13.09,Drip,River,Yes,8.45,Low,real
Rice,Sandy,Sowing,Zaid,East,58.01,33.49,76.0,1639.59,10.53,41.62,Rainfed,Groundwater,Yes,18.9,Low,real
Maize,Clay,Harvest,Zaid,West,62.39,28.15,60.81,770.53,7.4,58.47,Rainfed,River,No,16.83,Low,real
Rice,Clay,Harvest,Kharif,West,61.61,34.4,87.88,868.11,2.72,29.81,Canal,Groundwater,No,9.18,Low,real
Cotton,Silty,Harvest,Zaid,East,20.79,30.3,76.78,1729.84,11.5,28.94,Canal,River,Yes,17.92,Medium,real
Maize,Clay,Harvest,Zaid,West,22.8,12.44,25.91,1066.29,7.19,64.28,Rainfed,Rainwater,Yes,23.44,Low,real
Rice,Silty,Flowering,Rabi,West,63.26,14.09,53.28,1133.74,7.8,114.56,Sprinkler,Reservoir,Yes,48.83,Low,real
Cotton,Silty,Vegetative,Zaid,Central,29.7,31.53,91.61,977.53,7.99,40.37,Canal,Rainwater,No,33.63,Medium,real
Cotton,Sandy,Harvest,Kharif,South,58.29,37.24,58.06,107.45,11.0,35.41,Sprinkler,Reservoir,Yes,16.58,Low,real
Rice,Loamy,Sowing,Kharif,South,47.25,15.5,61.31,15.06,7.53,26.21,Canal,River,Yes,16.89,Low,real
Cotton,Silty,Harvest,Zaid,West,33.47,29.89,75.28,1603.16,6.11,56.9,Sprinkler,Reservoir,Yes,22.15,Low,real
Maize,Silty,Vegetative,Kharif,East,62.68,17.52,55.24,1284.49,1.85,65.17,Canal,River,Yes,23.96,Low,real
Cotton,Clay,Harvest,Zaid,West,58.2,36.19,49.93,2338.13,14.97,110.88,Drip,Groundwater,Yes,36.05,Low,real
Maize,Loamy,Sowing,Zaid,East,59.11,16.45,57.52,611.03,11.9,66.28,Canal,Reservoir,Yes,25.07,Low,real
Cotton,Loamy,Vegetative,Kharif,Central,57.69,19.93,44.47,1963.0,6.09,7.0,Sprinkler,Groundwater,No,2.79,Low,real
Rice,Clay,Sowing,Zaid,East,45.61,33.39,74.14,72.55,12.22,58.92,Canal,Rainwater,Yes,63.44,Medium,real
Cotton,Clay,Flowering,Rabi,West,11.96,12.72,37.82,1090.09,14.71,46.46,Canal,Groundwater,No,42.4,Medium,real
Maize,Loamy,Flowering,Kharif,West,41.96,23.23,37.39,2054.58,6.99,84.58,Rainfed,River,Yes,49.01,Low,real
Cotton,Silty,Vegetative,Zaid,Central,25.33,12.37,84.63,369.07,0.53,16.48,Rainfed,Groundwater,Yes,9.76,Low,real
Cotton,Sandy,Flowering,Zaid,West,25.93,38.68,45.62,2064.9,14.45,90.2,Rainfed,Rainwater,Yes,69.46,Low,real
Maize,Silty,Flowering,Rabi,Central,51.41,41.91,56.49,997.45,8.01,75.96,Rainfed,River,No,67.18,Medium,real
Cotton,Clay,Harvest,Rabi,Central,10.29,34.44,44.64,1831.02,1.99,60.78,Drip,Groundwater,Yes,27.54,Low,real
Cotton,Clay,Vegetative,Kharif,Central,19.19,28.98,90.9,1458.84,10.09,72.92,Rainfed,River,Yes,64.07,Medium,real
